PriceGasPower,PriceElectricPowerConstant,PriceElectricPowerDynamic,PriceElectricPowerHighlyDynamic,time
7.2171,0.0282,0.0282,0.0282,158400.0
7.2171,0.0282,0.0282,0.0282,162000.0
7.2171,0.0282,0.0282,0.0282,165600.0
7.2171,0.0282,0.0282,0.0282,169200.0
7.2171,0.0282,0.0282,0.0282,172800.0
7.2171,0.0282,0.0282,0.0282,176400.0
7.2171,0.0282,0.0282,0.0282,180000.0
7.2171,0.0282,0.0282,0.0282,183600.0
7.2171,0.0282,0.0282,0.0282,187200.0
7.2171,0.0282,0.0282,0.0282,190800.0
7.2171,0.0282,0.0282,0.0282,194400.0
7.2171,0.0282,0.0282,0.0282,198000.0
7.2171,0.0282,0.0282,0.0282,201600.0
7.2171,0.0282,0.0282,0.0282,205200.0
7.2171,0.0282,0.0282,0.0282,208800.0
7.2171,0.0282,0.0282,0.0282,212400.0
7.2171,0.0282,0.0282,0.0282,216000.0
7.2171,0.0282,0.0282,0.0282,219600.0
7.2171,0.0282,0.0282,0.0282,223200.0
7.2171,0.0282,0.0282,0.0282,226800.0
7.2171,0.0282,0.0282,0.0282,230400.0
7.2171,0.0282,0.0282,0.0282,234000.0
7.2171,0.0282,0.0282,0.0282,237600.0
7.2171,0.0282,0.0282,0.0282,241200.0
7.2171,0.0282,0.0282,0.0282,244800.0
7.2171,0.0282,0.0282,0.0282,248400.0
7.2171,0.0282,0.0282,0.0282,252000.0
7.2171,0.0282,0.0282,0.0282,255600.0
7.2171,0.0282,0.0282,0.0282,259200.0
7.2171,0.0282,0.0282,0.0282,262800.0
7.2171,0.0282,0.0282,0.0282,266400.0
7.2171,0.0282,0.0282,0.0282,270000.0
7.2171,0.0282,0.0282,0.0282,273600.0
7.2171,0.0282,0.0282,0.0282,277200.0
7.2171,0.0282,0.0282,0.0282,280800.0
7.2171,0.0282,0.0282,0.0282,284400.0
7.2171,0.0282,0.0282,0.0282,288000.0
7.2171,0.0282,0.0282,0.0282,291600.0
7.2171,0.0282,0.0282,0.0282,295200.0
7.2171,0.0282,0.0282,0.0282,298800.0
7.2171,0.0282,0.0282,0.0282,302400.0
7.2171,0.0282,0.0282,0.0282,306000.0
7.2171,0.0282,0.0282,0.0282,309600.0
7.2171,0.0282,0.0282,0.0282,313200.0
7.2171,0.0282,0.0282,0.0282,316800.0
7.2171,0.0282,0.0282,0.0282,320400.0
7.2171,0.0282,0.0282,0.0282,324000.0
7.2171,0.0282,0.0282,0.0282,327600.0
7.2171,0.0282,0.0282,0.0282,331200.0
7.2171,0.0282,0.0282,0.0282,334800.0
7.2171,0.0282,0.0282,0.0282,338400.0
7.2171,0.0282,0.0282,0.0282,342000.0
7.2171,0.0282,0.0282,0.0282,345600.0
7.2171,0.0282,0.0282,0.0282,349200.0
7.2171,0.0282,0.0282,0.0282,352800.0
7.2171,0.0282,0.0282,0.0282,356400.0
7.2171,0.0282,0.0282,0.0282,360000.0
7.2171,0.0282,0.0282,0.0282,363600.0
7.2171,0.0282,0.0282,0.0282,367200.0
7.2171,0.0282,0.0282,0.0282,370800.0
7.2171,0.0282,0.0282,0.0282,374400.0
7.2171,0.0282,0.0282,0.0282,378000.0
7.2171,0.0282,0.0282,0.0282,381600.0
7.2171,0.0282,0.0282,0.0282,385200.0
7.2171,0.0282,0.0282,0.0282,388800.0
7.2171,0.0282,0.0282,0.0282,392400.0
7.2171,0.0282,0.0282,0.0282,396000.0
7.2171,0.0282,0.0282,0.0282,399600.0
7.2171,0.0282,0.0282,0.0282,403200.0
7.2171,0.0282,0.0282,0.0282,406800.0
7.2171,0.0282,0.0282,0.0282,410400.0
7.2171,0.0282,0.0282,0.0282,414000.0
7.2171,0.0282,0.0282,0.0282,417600.0
7.2171,0.0282,0.0282,0.0282,421200.0
7.2171,0.0282,0.0282,0.0282,424800.0
7.2171,0.0282,0.0282,0.0282,428400.0
7.2171,0.0282,0.0282,0.0282,432000.0
7.2171,0.0282,0.0282,0.0282,435600.0
7.2171,0.0282,0.0282,0.0282,439200.0
7.2171,0.0282,0.0282,0.0282,442800.0
7.2171,0.0282,0.0282,0.0282,446400.0
7.2171,0.0282,0.0282,0.0282,450000.0
7.2171,0.0282,0.0282,0.0282,453600.0
7.2171,0.0282,0.0282,0.0282,457200.0
7.2171,0.0282,0.0282,0.0282,460800.0
7.2171,0.0282,0.0282,0.0282,464400.0
7.2171,0.0282,0.0282,0.0282,468000.0
7.2171,0.0282,0.0282,0.0282,471600.0
7.2171,0.0282,0.0282,0.0282,475200.0
7.2171,0.0282,0.0282,0.0282,478800.0
7.2171,0.0282,0.0282,0.0282,482400.0
7.2171,0.0282,0.0282,0.0282,486000.0
7.2171,0.0282,0.0282,0.0282,489600.0
7.2171,0.0282,0.0282,0.0282,493200.0
7.2171,0.0282,0.0282,0.0282,496800.0
7.2171,0.0282,0.0282,0.0282,500400.0
7.2171,0.0282,0.0282,0.0282,504000.0
7.2171,0.0282,0.0282,0.0282,507600.0
7.2171,0.0282,0.0282,0.0282,511200.0
7.2171,0.0282,0.0282,0.0282,514800.0
7.2171,0.0282,0.0282,0.0282,518400.0
7.2171,0.0282,0.0282,0.0282,522000.0
7.2171,0.0282,0.0282,0.0282,525600.0
7.2171,0.0282,0.0282,0.0282,529200.0
7.2171,0.0282,0.0282,0.0282,532800.0
7.2171,0.0282,0.0282,0.0282,536400.0
7.2171,0.0282,0.0282,0.0282,540000.0
7.2171,0.0282,0.0282,0.0282,543600.0
7.2171,0.0282,0.0282,0.0282,547200.0
7.2171,0.0282,0.0282,0.0282,550800.0
7.2171,0.0282,0.0282,0.0282,554400.0
7.2171,0.0282,0.0282,0.0282,558000.0
7.2171,0.0282,0.0282,0.0282,561600.0
7.2171,0.0282,0.0282,0.0282,565200.0
7.2171,0.0282,0.0282,0.0282,568800.0
7.2171,0.0282,0.0282,0.0282,572400.0
7.2171,0.0282,0.0282,0.0282,576000.0
7.2171,0.0282,0.0282,0.0282,579600.0
7.2171,0.0282,0.0282,0.0282,583200.0
7.2171,0.0282,0.0282,0.0282,586800.0
7.2171,0.0282,0.0282,0.0282,590400.0
7.2171,0.0282,0.0282,0.0282,594000.0
7.2171,0.0282,0.0282,0.0282,597600.0
7.2171,0.0282,0.0282,0.0282,601200.0
7.2171,0.0282,0.0282,0.0282,604800.0
7.2171,0.0282,0.0282,0.0282,608400.0
7.2171,0.0282,0.0282,0.0282,612000.0
7.2171,0.0282,0.0282,0.0282,615600.0
7.2171,0.0282,0.0282,0.0282,619200.0
7.2171,0.0282,0.0282,0.0282,622800.0
7.2171,0.0282,0.0282,0.0282,626400.0
7.2171,0.0282,0.0282,0.0282,630000.0
7.2171,0.0282,0.0282,0.0282,633600.0
7.2171,0.0282,0.0282,0.0282,637200.0
7.2171,0.0282,0.0282,0.0282,640800.0
7.2171,0.0282,0.0282,0.0282,644400.0
7.2171,0.0282,0.0282,0.0282,648000.0
7.2171,0.0282,0.0282,0.0282,651600.0
7.2171,0.0282,0.0282,0.0282,655200.0
7.2171,0.0282,0.0282,0.0282,658800.0
7.2171,0.0282,0.0282,0.0282,662400.0
7.2171,0.0282,0.0282,0.0282,666000.0
7.2171,0.0282,0.0282,0.0282,669600.0
7.2171,0.0282,0.0282,0.0282,673200.0
7.2171,0.0282,0.0282,0.0282,676800.0
7.2171,0.0282,0.0282,0.0282,680400.0
7.2171,0.0282,0.0282,0.0282,684000.0
7.2171,0.0282,0.0282,0.0282,687600.0
7.2171,0.0282,0.0282,0.0282,691200.0
7.2171,0.0282,0.0282,0.0282,694800.0
7.2171,0.0282,0.0282,0.0282,698400.0
7.2171,0.0282,0.0282,0.0282,702000.0
7.2171,0.0282,0.0282,0.0282,705600.0
7.2171,0.0282,0.0282,0.0282,709200.0
7.2171,0.0282,0.0282,0.0282,712800.0
7.2171,0.0282,0.0282,0.0282,716400.0
7.2171,0.0282,0.0282,0.0282,720000.0
7.2171,0.0282,0.0282,0.0282,723600.0
7.2171,0.0282,0.0282,0.0282,727200.0
7.2171,0.0282,0.0282,0.0282,730800.0
7.2171,0.0282,0.0282,0.0282,734400.0
7.2171,0.0282,0.0282,0.0282,738000.0
7.2171,0.0282,0.0282,0.0282,741600.0
7.2171,0.0282,0.0282,0.0282,745200.0
7.2171,0.0282,0.0282,0.0282,748800.0
7.2171,0.0282,0.0282,0.0282,752400.0
7.2171,0.0282,0.0282,0.0282,756000.0
7.2171,0.0282,0.0282,0.0282,759600.0
7.2171,0.0282,0.0282,0.0282,763200.0
7.2171,0.0282,0.0282,0.0282,766800.0
7.2171,0.0282,0.0282,0.0282,770400.0
7.2171,0.0282,0.0282,0.0282,774000.0
7.2171,0.0282,0.0282,0.0282,777600.0
7.2171,0.0282,0.0282,0.0282,781200.0
7.2171,0.0282,0.0282,0.0282,784800.0
7.2171,0.0282,0.0282,0.0282,788400.0
7.2171,0.0282,0.0282,0.0282,792000.0
7.2171,0.0282,0.0282,0.0282,795600.0
7.2171,0.0282,0.0282,0.0282,799200.0
7.2171,0.0282,0.0282,0.0282,802800.0
7.2171,0.0282,0.0282,0.0282,806400.0
7.2171,0.0282,0.0282,0.0282,810000.0
7.2171,0.0282,0.0282,0.0282,813600.0
7.2171,0.0282,0.0282,0.0282,817200.0
7.2171,0.0282,0.0282,0.0282,820800.0
7.2171,0.0282,0.0282,0.0282,824400.0
7.2171,0.0282,0.0282,0.0282,828000.0
7.2171,0.0282,0.0282,0.0282,831600.0
7.2171,0.0282,0.0282,0.0282,835200.0
7.2171,0.0282,0.0282,0.0282,838800.0
7.2171,0.0282,0.0282,0.0282,842400.0
7.2171,0.0282,0.0282,0.0282,846000.0
7.2171,0.0282,0.0282,0.0282,849600.0
7.2171,0.0282,0.0282,0.0282,853200.0
7.2171,0.0282,0.0282,0.0282,856800.0
7.2171,0.0282,0.0282,0.0282,860400.0
7.2171,0.0282,0.0282,0.0282,864000.0
7.2171,0.0282,0.0282,0.0282,867600.0
7.2171,0.0282,0.0282,0.0282,871200.0
7.2171,0.0282,0.0282,0.0282,874800.0
7.2171,0.0282,0.0282,0.0282,878400.0
7.2171,0.0282,0.0282,0.0282,882000.0
7.2171,0.0282,0.0282,0.0282,885600.0
7.2171,0.0282,0.0282,0.0282,889200.0
7.2171,0.0282,0.0282,0.0282,892800.0
7.2171,0.0282,0.0282,0.0282,896400.0
7.2171,0.0282,0.0282,0.0282,900000.0
7.2171,0.0282,0.0282,0.0282,903600.0
7.2171,0.0282,0.0282,0.0282,907200.0
7.2171,0.0282,0.0282,0.0282,910800.0
7.2171,0.0282,0.0282,0.0282,914400.0
7.2171,0.0282,0.0282,0.0282,918000.0
7.2171,0.0282,0.0282,0.0282,921600.0
7.2171,0.0282,0.0282,0.0282,925200.0
7.2171,0.0282,0.0282,0.0282,928800.0
7.2171,0.0282,0.0282,0.0282,932400.0
7.2171,0.0282,0.0282,0.0282,936000.0
7.2171,0.0282,0.0282,0.0282,939600.0
7.2171,0.0282,0.0282,0.0282,943200.0
7.2171,0.0282,0.0282,0.0282,946800.0
7.2171,0.0282,0.0282,0.0282,950400.0
7.2171,0.0282,0.0282,0.0282,954000.0
7.2171,0.0282,0.0282,0.0282,957600.0
7.2171,0.0282,0.0282,0.0282,961200.0
7.2171,0.0282,0.0282,0.0282,964800.0
7.2171,0.0282,0.0282,0.0282,968400.0
7.2171,0.0282,0.0282,0.0282,972000.0
7.2171,0.0282,0.0282,0.0282,975600.0
7.2171,0.0282,0.0282,0.0282,979200.0
7.2171,0.0282,0.0282,0.0282,982800.0
7.2171,0.0282,0.0282,0.0282,986400.0
7.2171,0.0282,0.0282,0.0282,990000.0
7.2171,0.0282,0.0282,0.0282,993600.0
7.2171,0.0282,0.0282,0.0282,997200.0
7.2171,0.0282,0.0282,0.0282,1000800.0
7.2171,0.0282,0.0282,0.0282,1004400.0
7.2171,0.0282,0.0282,0.0282,1008000.0
7.2171,0.0282,0.0282,0.0282,1011600.0
7.2171,0.0282,0.0282,0.0282,1015200.0
7.2171,0.0282,0.0282,0.0282,1018800.0
7.2171,0.0282,0.0282,0.0282,1022400.0
7.2171,0.0282,0.0282,0.0282,1026000.0
7.2171,0.0282,0.0282,0.0282,1029600.0
7.2171,0.0282,0.0282,0.0282,1033200.0
7.2171,0.0282,0.0282,0.0282,1036800.0
7.2171,0.0282,0.0282,0.0282,1040400.0
7.2171,0.0282,0.0282,0.0282,1044000.0
7.2171,0.0282,0.0282,0.0282,1047600.0
7.2171,0.0282,0.0282,0.0282,1051200.0
7.2171,0.0282,0.0282,0.0282,1054800.0
7.2171,0.0282,0.0282,0.0282,1058400.0
7.2171,0.0282,0.0282,0.0282,1062000.0
7.2171,0.0282,0.0282,0.0282,1065600.0
7.2171,0.0282,0.0282,0.0282,1069200.0
7.2171,0.0282,0.0282,0.0282,1072800.0
7.2171,0.0282,0.0282,0.0282,1076400.0
7.2171,0.0282,0.0282,0.0282,1080000.0
7.2171,0.0282,0.0282,0.0282,1083600.0
7.2171,0.0282,0.0282,0.0282,1087200.0
7.2171,0.0282,0.0282,0.0282,1090800.0
7.2171,0.0282,0.0282,0.0282,1094400.0
7.2171,0.0282,0.0282,0.0282,1098000.0
7.2171,0.0282,0.0282,0.0282,1101600.0
7.2171,0.0282,0.0282,0.0282,1105200.0
7.2171,0.0282,0.0282,0.0282,1108800.0
7.2171,0.0282,0.0282,0.0282,1112400.0
7.2171,0.0282,0.0282,0.0282,1116000.0
7.2171,0.0282,0.0282,0.0282,1119600.0
7.2171,0.0282,0.0282,0.0282,1123200.0
7.2171,0.0282,0.0282,0.0282,1126800.0
7.2171,0.0282,0.0282,0.0282,1130400.0
7.2171,0.0282,0.0282,0.0282,1134000.0
7.2171,0.0282,0.0282,0.0282,1137600.0
7.2171,0.0282,0.0282,0.0282,1141200.0
7.2171,0.0282,0.0282,0.0282,1144800.0
7.2171,0.0282,0.0282,0.0282,1148400.0
7.2171,0.0282,0.0282,0.0282,1152000.0
7.2171,0.0282,0.0282,0.0282,1155600.0
7.2171,0.0282,0.0282,0.0282,1159200.0
7.2171,0.0282,0.0282,0.0282,1162800.0
7.2171,0.0282,0.0282,0.0282,1166400.0
7.2171,0.0282,0.0282,0.0282,1170000.0
7.2171,0.0282,0.0282,0.0282,1173600.0
7.2171,0.0282,0.0282,0.0282,1177200.0
7.2171,0.0282,0.0282,0.0282,1180800.0
7.2171,0.0282,0.0282,0.0282,1184400.0
7.2171,0.0282,0.0282,0.0282,1188000.0
7.2171,0.0282,0.0282,0.0282,1191600.0
7.2171,0.0282,0.0282,0.0282,1195200.0
7.2171,0.0282,0.0282,0.0282,1198800.0
7.2171,0.0282,0.0282,0.0282,1202400.0
7.2171,0.0282,0.0282,0.0282,1206000.0
7.2171,0.0282,0.0282,0.0282,1209600.0
7.2171,0.0282,0.0282,0.0282,1213200.0
7.2171,0.0282,0.0282,0.0282,1216800.0
7.2171,0.0282,0.0282,0.0282,1220400.0
7.2171,0.0282,0.0282,0.0282,1224000.0
7.2171,0.0282,0.0282,0.0282,1227600.0
7.2171,0.0282,0.0282,0.0282,1231200.0
7.2171,0.0282,0.0282,0.0282,1234800.0
7.2171,0.0282,0.0282,0.0282,1238400.0
7.2171,0.0282,0.0282,0.0282,1242000.0
7.2171,0.0282,0.0282,0.0282,1245600.0
7.2171,0.0282,0.0282,0.0282,1249200.0
7.2171,0.0282,0.0282,0.0282,1252800.0
7.2171,0.0282,0.0282,0.0282,1256400.0
7.2171,0.0282,0.0282,0.0282,1260000.0
7.2171,0.0282,0.0282,0.0282,1263600.0
7.2171,0.0282,0.0282,0.0282,1267200.0
7.2171,0.0282,0.0282,0.0282,1270800.0
7.2171,0.0282,0.0282,0.0282,1274400.0
7.2171,0.0282,0.0282,0.0282,1278000.0
7.2171,0.0282,0.0282,0.0282,1281600.0
7.2171,0.0282,0.0282,0.0282,1285200.0
7.2171,0.0282,0.0282,0.0282,1288800.0
7.2171,0.0282,0.0282,0.0282,1292400.0
7.2171,0.0282,0.0282,0.0282,1296000.0
7.2171,0.0282,0.0282,0.0282,1299600.0
7.2171,0.0282,0.0282,0.0282,1303200.0
7.2171,0.0282,0.0282,0.0282,1306800.0
7.2171,0.0282,0.0282,0.0282,1310400.0
7.2171,0.0282,0.0282,0.0282,1314000.0
7.2171,0.0282,0.0282,0.0282,1317600.0
7.2171,0.0282,0.0282,0.0282,1321200.0
7.2171,0.0282,0.0282,0.0282,1324800.0
7.2171,0.0282,0.0282,0.0282,1328400.0
7.2171,0.0282,0.0282,0.0282,1332000.0
7.2171,0.0282,0.0282,0.0282,1335600.0
7.2171,0.0282,0.0282,0.0282,1339200.0
7.2171,0.0282,0.0282,0.0282,1342800.0
7.2171,0.0282,0.0282,0.0282,1346400.0
7.2171,0.0282,0.0282,0.0282,1350000.0
7.2171,0.0282,0.0282,0.0282,1353600.0
7.2171,0.0282,0.0282,0.0282,1357200.0
7.2171,0.0282,0.0282,0.0282,1360800.0
7.2171,0.0282,0.0282,0.0282,1364400.0
7.2171,0.0282,0.0282,0.0282,1368000.0
7.2171,0.0282,0.0282,0.0282,1371600.0
7.2171,0.0282,0.0282,0.0282,1375200.0
7.2171,0.0282,0.0282,0.0282,1378800.0
7.2171,0.0282,0.0282,0.0282,1382400.0
7.2171,0.0282,0.0282,0.0282,1386000.0
7.2171,0.0282,0.0282,0.0282,1389600.0
7.2171,0.0282,0.0282,0.0282,1393200.0
7.2171,0.0282,0.0282,0.0282,1396800.0
7.2171,0.0282,0.0282,0.0282,1400400.0
7.2171,0.0282,0.0282,0.0282,1404000.0
7.2171,0.0282,0.0282,0.0282,1407600.0
7.2171,0.0282,0.0282,0.0282,1411200.0
7.2171,0.0282,0.0282,0.0282,1414800.0
7.2171,0.0282,0.0282,0.0282,1418400.0
7.2171,0.0282,0.0282,0.0282,1422000.0
7.2171,0.0282,0.0282,0.0282,1425600.0
7.2171,0.0282,0.0282,0.0282,1429200.0
7.2171,0.0282,0.0282,0.0282,1432800.0
7.2171,0.0282,0.0282,0.0282,1436400.0
7.2171,0.0282,0.0282,0.0282,1440000.0
7.2171,0.0282,0.0282,0.0282,1443600.0
7.2171,0.0282,0.0282,0.0282,1447200.0
7.2171,0.0282,0.0282,0.0282,1450800.0
7.2171,0.0282,0.0282,0.0282,1454400.0
7.2171,0.0282,0.0282,0.0282,1458000.0
7.2171,0.0282,0.0282,0.0282,1461600.0
7.2171,0.0282,0.0282,0.0282,1465200.0
7.2171,0.0282,0.0282,0.0282,1468800.0
7.2171,0.0282,0.0282,0.0282,1472400.0
7.2171,0.0282,0.0282,0.0282,1476000.0
7.2171,0.0282,0.0282,0.0282,1479600.0
7.2171,0.0282,0.0282,0.0282,1483200.0
7.2171,0.0282,0.0282,0.0282,1486800.0
7.2171,0.0282,0.0282,0.0282,1490400.0
7.2171,0.0282,0.0282,0.0282,1494000.0
7.2171,0.0282,0.0282,0.0282,1497600.0
7.2171,0.0282,0.0282,0.0282,1501200.0
7.2171,0.0282,0.0282,0.0282,1504800.0
7.2171,0.0282,0.0282,0.0282,1508400.0
7.2171,0.0282,0.0282,0.0282,1512000.0
7.2171,0.0282,0.0282,0.0282,1515600.0
7.2171,0.0282,0.0282,0.0282,1519200.0
7.2171,0.0282,0.0282,0.0282,1522800.0
7.2171,0.0282,0.0282,0.0282,1526400.0
7.2171,0.0282,0.0282,0.0282,1530000.0
7.2171,0.0282,0.0282,0.0282,1533600.0
7.2171,0.0282,0.0282,0.0282,1537200.0
7.2171,0.0282,0.0282,0.0282,1540800.0
7.2171,0.0282,0.0282,0.0282,1544400.0
7.2171,0.0282,0.0282,0.0282,1548000.0
7.2171,0.0282,0.0282,0.0282,1551600.0
7.2171,0.0282,0.0282,0.0282,1555200.0
7.2171,0.0282,0.0282,0.0282,1558800.0
7.2171,0.0282,0.0282,0.0282,1562400.0
7.2171,0.0282,0.0282,0.0282,1566000.0
7.2171,0.0282,0.0282,0.0282,1569600.0
7.2171,0.0282,0.0282,0.0282,1573200.0
7.2171,0.0282,0.0282,0.0282,1576800.0
7.2171,0.0282,0.0282,0.0282,1580400.0
7.2171,0.0282,0.0282,0.0282,1584000.0
7.2171,0.0282,0.0282,0.0282,1587600.0
7.2171,0.0282,0.0282,0.0282,1591200.0
7.2171,0.0282,0.0282,0.0282,1594800.0
7.2171,0.0282,0.0282,0.0282,1598400.0
7.2171,0.0282,0.0282,0.0282,1602000.0
7.2171,0.0282,0.0282,0.0282,1605600.0
7.2171,0.0282,0.0282,0.0282,1609200.0
7.2171,0.0282,0.0282,0.0282,1612800.0
7.2171,0.0282,0.0282,0.0282,1616400.0
7.2171,0.0282,0.0282,0.0282,1620000.0
7.2171,0.0282,0.0282,0.0282,1623600.0
7.2171,0.0282,0.0282,0.0282,1627200.0
7.2171,0.0282,0.0282,0.0282,1630800.0
7.2171,0.0282,0.0282,0.0282,1634400.0
7.2171,0.0282,0.0282,0.0282,1638000.0
7.2171,0.0282,0.0282,0.0282,1641600.0
7.2171,0.0282,0.0282,0.0282,1645200.0
7.2171,0.0282,0.0282,0.0282,1648800.0
7.2171,0.0282,0.0282,0.0282,1652400.0
7.2171,0.0282,0.0282,0.0282,1656000.0
7.2171,0.0282,0.0282,0.0282,1659600.0
7.2171,0.0282,0.0282,0.0282,1663200.0
7.2171,0.0282,0.0282,0.0282,1666800.0
7.2171,0.0282,0.0282,0.0282,1670400.0
7.2171,0.0282,0.0282,0.0282,1674000.0
7.2171,0.0282,0.0282,0.0282,1677600.0
7.2171,0.0282,0.0282,0.0282,1681200.0
7.2171,0.0282,0.0282,0.0282,1684800.0
7.2171,0.0282,0.0282,0.0282,1688400.0
7.2171,0.0282,0.0282,0.0282,1692000.0
7.2171,0.0282,0.0282,0.0282,1695600.0
7.2171,0.0282,0.0282,0.0282,1699200.0
7.2171,0.0282,0.0282,0.0282,1702800.0
7.2171,0.0282,0.0282,0.0282,1706400.0
7.2171,0.0282,0.0282,0.0282,1710000.0
7.2171,0.0282,0.0282,0.0282,1713600.0
7.2171,0.0282,0.0282,0.0282,1717200.0
7.2171,0.0282,0.0282,0.0282,1720800.0
7.2171,0.0282,0.0282,0.0282,1724400.0
7.2171,0.0282,0.0282,0.0282,1728000.0
7.2171,0.0282,0.0282,0.0282,1731600.0
7.2171,0.0282,0.0282,0.0282,1735200.0
7.2171,0.0282,0.0282,0.0282,1738800.0
7.2171,0.0282,0.0282,0.0282,1742400.0
7.2171,0.0282,0.0282,0.0282,1746000.0
7.2171,0.0282,0.0282,0.0282,1749600.0
7.2171,0.0282,0.0282,0.0282,1753200.0
7.2171,0.0282,0.0282,0.0282,1756800.0
7.2171,0.0282,0.0282,0.0282,1760400.0
7.2171,0.0282,0.0282,0.0282,1764000.0
7.2171,0.0282,0.0282,0.0282,1767600.0
7.2171,0.0282,0.0282,0.0282,1771200.0
7.2171,0.0282,0.0282,0.0282,1774800.0
7.2171,0.0282,0.0282,0.0282,1778400.0
7.2171,0.0282,0.0282,0.0282,1782000.0
7.2171,0.0282,0.0282,0.0282,1785600.0
7.2171,0.0282,0.0282,0.0282,1789200.0
7.2171,0.0282,0.0282,0.0282,1792800.0
7.2171,0.0282,0.0282,0.0282,1796400.0
7.2171,0.0282,0.0282,0.0282,1800000.0
7.2171,0.0282,0.0282,0.0282,1803600.0
7.2171,0.0282,0.0282,0.0282,1807200.0
7.2171,0.0282,0.0282,0.0282,1810800.0
7.2171,0.0282,0.0282,0.0282,1814400.0
7.2171,0.0282,0.0282,0.0282,1818000.0
7.2171,0.0282,0.0282,0.0282,1821600.0
7.2171,0.0282,0.0282,0.0282,1825200.0
7.2171,0.0282,0.0282,0.0282,1828800.0
7.2171,0.0282,0.0282,0.0282,1832400.0
7.2171,0.0282,0.0282,0.0282,1836000.0
7.2171,0.0282,0.0282,0.0282,1839600.0
7.2171,0.0282,0.0282,0.0282,1843200.0
7.2171,0.0282,0.0282,0.0282,1846800.0
7.2171,0.0282,0.0282,0.0282,1850400.0
7.2171,0.0282,0.0282,0.0282,1854000.0
7.2171,0.0282,0.0282,0.0282,1857600.0
7.2171,0.0282,0.0282,0.0282,1861200.0
7.2171,0.0282,0.0282,0.0282,1864800.0
7.2171,0.0282,0.0282,0.0282,1868400.0
7.2171,0.0282,0.0282,0.0282,1872000.0
7.2171,0.0282,0.0282,0.0282,1875600.0
7.2171,0.0282,0.0282,0.0282,1879200.0
7.2171,0.0282,0.0282,0.0282,1882800.0
7.2171,0.0282,0.0282,0.0282,1886400.0
7.2171,0.0282,0.0282,0.0282,1890000.0
7.2171,0.0282,0.0282,0.0282,1893600.0
7.2171,0.0282,0.0282,0.0282,1897200.0
7.2171,0.0282,0.0282,0.0282,1900800.0
7.2171,0.0282,0.0282,0.0282,1904400.0
7.2171,0.0282,0.0282,0.0282,1908000.0
7.2171,0.0282,0.0282,0.0282,1911600.0
7.2171,0.0282,0.0282,0.0282,1915200.0
7.2171,0.0282,0.0282,0.0282,1918800.0
7.2171,0.0282,0.0282,0.0282,1922400.0
7.2171,0.0282,0.0282,0.0282,1926000.0
7.2171,0.0282,0.0282,0.0282,1929600.0
7.2171,0.0282,0.0282,0.0282,1933200.0
7.2171,0.0282,0.0282,0.0282,1936800.0
7.2171,0.0282,0.0282,0.0282,1940400.0
7.2171,0.0282,0.0282,0.0282,1944000.0
7.2171,0.0282,0.0282,0.0282,1947600.0
7.2171,0.0282,0.0282,0.0282,1951200.0
7.2171,0.0282,0.0282,0.0282,1954800.0
