,timestamp,t_indoor_measured,t_indoor_predicted,t_indoor_predicted_after_kalman
2020-01-04 04:00:00,2020/01/04 04:00:00,18.728754054023,17.77160898995902,17.9936
2020-01-04 04:05:00,2020/01/04 04:05:00,18.70830087948434,17.762327339303567,17.9777
2020-01-04 04:10:00,2020/01/04 04:10:00,18.688607856706824,17.749060247843033,17.9596
2020-01-04 04:15:00,2020/01/04 04:15:00,18.66888408420681,17.732549012211223,17.9393
2020-01-04 04:20:00,2020/01/04 04:20:00,18.649372997289788,17.71297400781731,17.9173
2020-01-04 04:25:00,2020/01/04 04:25:00,18.62983639318844,17.690998296856662,17.8945
2020-01-04 04:30:00,2020/01/04 04:30:00,18.610701336308978,17.66759364307262,17.8717
2020-01-04 04:35:00,2020/01/04 04:35:00,18.59154387114677,17.643749490024334,17.8494
2020-01-04 04:40:00,2020/01/04 04:40:00,18.572885953386958,17.62030571867109,17.828
2020-01-04 04:45:00,2020/01/04 04:45:00,18.55420734548636,17.597829600182422,17.8077
2020-01-04 04:50:00,2020/01/04 04:50:00,18.535948433815236,17.576603129772934,17.7885
2020-01-04 04:55:00,2020/01/04 04:55:00,18.517670661980446,17.55664355107524,17.77
2020-01-04 05:00:00,2020/01/04 05:00:00,18.508512654770698,17.53777989606391,17.7543
2020-01-04 05:05:00,2020/01/04 05:05:00,18.499267890960482,17.519727347888477,17.7389
2020-01-04 05:10:00,2020/01/04 05:10:00,18.485551789242436,17.502169627398075,17.7225
2020-01-04 05:15:00,2020/01/04 05:15:00,18.471798290067568,17.484815561930077,17.706
2020-01-04 05:20:00,2020/01/04 05:20:00,18.454853713596833,17.46744138383633,17.6885
2020-01-04 05:25:00,2020/01/04 05:25:00,18.43790824025251,17.449904928097567,17.6709
2020-01-04 05:30:00,2020/01/04 05:30:00,18.42200411211593,17.432145966551218,17.6534
2020-01-04 05:35:00,2020/01/04 05:35:00,18.40609537113977,17.414169890428923,17.6358
2020-01-04 05:40:00,2020/01/04 05:40:00,18.392791158389286,17.396056086651868,17.6185
2020-01-04 05:45:00,2020/01/04 05:45:00,18.379463949802243,17.37760705636191,17.6015
2020-01-04 05:50:00,2020/01/04 05:50:00,18.370068919088453,17.359347502425692,17.5854
2020-01-04 05:55:00,2020/01/04 05:55:00,18.360623596525386,17.34110992685561,17.5694
2020-01-04 06:00:00,2020/01/04 06:00:00,17.92417226368883,17.32305542047692,17.4592
2020-01-04 06:05:00,2020/01/04 06:05:00,17.312691015840812,17.31395844241183,17.3345
2020-01-04 06:10:00,2020/01/04 06:10:00,17.15072678294348,17.334841935839563,17.111
2020-01-04 06:15:00,2020/01/04 06:15:00,16.992429414752337,17.15546668723357,17.0098
2020-01-04 06:20:00,2020/01/04 06:20:00,17.122718977550278,17.049218607079922,16.9458
2020-01-04 06:25:00,2020/01/04 06:25:00,17.247232296767095,16.928051647602217,16.9508
2020-01-04 06:30:00,2020/01/04 06:30:00,17.236561291326666,16.873633122130457,16.9056
2020-01-04 06:35:00,2020/01/04 06:35:00,17.229830026467994,16.817891353128914,16.9048
2020-01-04 06:40:00,2020/01/04 06:40:00,17.167489414703027,16.805272573315733,16.8761
2020-01-04 06:45:00,2020/01/04 06:45:00,17.11018870422066,16.788575909078872,16.8693
2020-01-04 06:50:00,2020/01/04 06:50:00,17.09090042718708,16.791530578834397,16.8572
2020-01-04 06:55:00,2020/01/04 06:55:00,17.07347532856511,16.78488141920286,16.8543
2020-01-04 07:00:00,2020/01/04 07:00:00,17.129277798884573,16.784534588336612,16.8669
2020-01-04 07:05:00,2020/01/04 07:05:00,17.182681831970285,16.783554671891864,16.8883
2020-01-04 07:10:00,2020/01/04 07:10:00,17.17133561974032,16.791837495170967,16.8852
2020-01-04 07:15:00,2020/01/04 07:15:00,17.16076595012811,16.793463784428525,16.8844
2020-01-04 07:20:00,2020/01/04 07:20:00,17.159218583353947,16.795617449382007,16.8856
2020-01-04 07:25:00,2020/01/04 07:25:00,17.157023578955204,16.79774727913474,16.8923
2020-01-04 07:30:00,2020/01/04 07:30:00,17.17681548743883,16.805452869480348,16.9152
2020-01-04 07:35:00,2020/01/04 07:35:00,17.579130207905735,16.825443569127515,17.2971
2020-01-04 07:40:00,2020/01/04 07:40:00,18.491274346370233,17.11500386708184,18.0565
2020-01-04 07:45:00,2020/01/04 07:45:00,20.326434904922962,17.723859478607892,19.2617
2020-01-04 07:50:00,2020/01/04 07:50:00,21.886947611297217,18.63276129243019,20.5185
2020-01-04 07:55:00,2020/01/04 07:55:00,24.297523584335977,19.73203515158758,21.9412
2020-01-04 08:00:00,2020/01/04 08:00:00,23.81959812785533,20.837840888457492,21.5684
2020-01-04 08:05:00,2020/01/04 08:05:00,23.010189443497268,20.84785492766389,21.3704
2020-01-04 08:10:00,2020/01/04 08:10:00,22.495284056196056,20.847874578733013,21.2464
2020-01-04 08:15:00,2020/01/04 08:15:00,22.01189512065571,20.84833056152155,21.1291
2020-01-04 08:20:00,2020/01/04 08:20:00,22.747763521745583,20.847929236147024,21.3077
2020-01-04 08:25:00,2020/01/04 08:25:00,23.401847811223547,20.848540321107805,21.4661
2020-01-04 08:30:00,2020/01/04 08:30:00,23.37971183643714,20.849065890287875,21.4607
2020-01-04 08:35:00,2020/01/04 08:35:00,23.242377394813957,20.84917303041584,21.4275
2020-01-04 08:40:00,2020/01/04 08:40:00,22.961281763360773,20.849194474029332,21.3596
2020-01-04 08:45:00,2020/01/04 08:45:00,22.549986675213233,20.849195018810065,21.2602
2020-01-04 08:50:00,2020/01/04 08:50:00,22.66700880276136,20.849210263819543,21.2885
2020-01-04 08:55:00,2020/01/04 08:55:00,22.652249081779132,20.84924518902187,21.285
2020-01-04 09:00:00,2020/01/04 09:00:00,22.65755050214591,20.849277880184786,21.2863
2020-01-04 09:05:00,2020/01/04 09:05:00,22.572658402147454,20.849309229464268,21.2658
2020-01-04 09:10:00,2020/01/04 09:10:00,22.51502562116127,20.849337166915348,21.2519
2020-01-04 09:15:00,2020/01/04 09:15:00,22.39611412357806,20.849341831229765,21.2231
2020-01-04 09:20:00,2020/01/04 09:20:00,22.406087740570058,20.84934555011489,21.2256
2020-01-04 09:25:00,2020/01/04 09:25:00,22.365749241641424,20.849350221626196,21.2158
2020-01-04 09:30:00,2020/01/04 09:30:00,22.372572855687338,20.84935490589055,21.2175
2020-01-04 09:35:00,2020/01/04 09:35:00,22.3329320632904,20.84935973288583,21.2079
2020-01-04 09:40:00,2020/01/04 09:40:00,22.31324310820139,20.849364792041115,21.2031
2020-01-04 09:45:00,2020/01/04 09:45:00,22.248711424138094,20.849370065264793,21.1875
2020-01-04 09:50:00,2020/01/04 09:50:00,22.23074905318458,20.849375513518282,21.1832
2020-01-04 09:55:00,2020/01/04 09:55:00,22.165566090772586,20.849381110898435,21.1675
2020-01-04 10:00:00,2020/01/04 10:00:00,22.147883905810545,20.849386770905824,21.1632
2020-01-04 10:05:00,2020/01/04 10:05:00,22.07964822840239,20.849392506402125,21.1467
2020-01-04 10:10:00,2020/01/04 10:10:00,22.049892983882273,20.849398192507977,21.1395
2020-01-04 10:15:00,2020/01/04 10:15:00,21.965518344153907,20.849403902105053,21.1191
2020-01-04 10:20:00,2020/01/04 10:20:00,21.92830478048313,20.84940945817914,21.1101
2020-01-04 10:25:00,2020/01/04 10:25:00,21.83493770840181,20.849414934962795,21.0876
2020-01-04 10:30:00,2020/01/04 10:30:00,21.7855700352834,20.84941869898927,21.0757
2020-01-04 10:35:00,2020/01/04 10:35:00,21.689339760643634,20.849422560312576,21.0524
2020-01-04 10:40:00,2020/01/04 10:40:00,21.649010371144016,20.8494269187309,21.0427
2020-01-04 10:45:00,2020/01/04 10:45:00,21.56626156354571,20.849432102924652,21.0227
2020-01-04 10:50:00,2020/01/04 10:50:00,21.530958096736583,20.849437115111414,21.0141
2020-01-04 10:55:00,2020/01/04 10:55:00,21.466122249119223,20.849443030055113,20.9985
2020-01-04 11:00:00,2020/01/04 11:00:00,21.443779275958207,20.849448921343196,20.9931
2020-01-04 11:05:00,2020/01/04 11:05:00,21.406161650341062,20.849456488394537,20.984
2020-01-04 11:10:00,2020/01/04 11:10:00,21.39742652298412,20.849460669480436,20.9819
2020-01-04 11:15:00,2020/01/04 11:15:00,21.381579618052115,20.849467249094687,20.9781
2020-01-04 11:20:00,2020/01/04 11:20:00,21.379396095685024,20.849472890316292,20.9775
2020-01-04 11:25:00,2020/01/04 11:25:00,21.37279200761202,20.849481059923733,20.976
2020-01-04 11:30:00,2020/01/04 11:30:00,21.368198665924353,20.849485359993537,20.9748
2020-01-04 11:35:00,2020/01/04 11:35:00,21.359045900475564,20.849490225036277,20.9726
2020-01-04 11:40:00,2020/01/04 11:40:00,21.354066120265145,20.849483156353756,20.9714
2020-01-04 11:45:00,2020/01/04 11:45:00,21.34052743689233,20.849467976406117,20.9681
2020-01-04 11:50:00,2020/01/04 11:50:00,21.3302560455528,20.849417166601256,20.9654
2020-01-04 11:55:00,2020/01/04 11:55:00,21.309018125096145,20.84924741281327,20.9611
2020-01-04 12:00:00,2020/01/04 12:00:00,21.19821289790525,20.849975958610457,20.934
2020-01-04 12:05:00,2020/01/04 12:05:00,21.15803862930585,20.84986954263269,20.9236
2020-01-04 12:10:00,2020/01/04 12:10:00,21.219250874254044,20.84917523501349,20.9386
2020-01-04 12:15:00,2020/01/04 12:15:00,21.28074996980041,20.84914233664398,20.9538
2020-01-04 12:20:00,2020/01/04 12:20:00,21.312475832816517,20.84951469474902,20.9613
2020-01-04 12:25:00,2020/01/04 12:25:00,21.346292333907627,20.849396452749147,20.9697
2020-01-04 12:30:00,2020/01/04 12:30:00,21.344459968404863,20.849572518179798,20.9692
2020-01-04 12:35:00,2020/01/04 12:35:00,21.360407026615974,20.84956006257977,20.9731
2020-01-04 12:40:00,2020/01/04 12:40:00,21.38372360393481,20.849607080671717,20.9786
2020-01-04 12:45:00,2020/01/04 12:45:00,21.426591837051717,20.849549422846394,20.9891
2020-01-04 12:50:00,2020/01/04 12:50:00,21.46136914584889,20.849639553259465,20.9974
2020-01-04 12:55:00,2020/01/04 12:55:00,21.515587147714086,20.849541941588996,21.0103
2020-01-04 13:00:00,2020/01/04 13:00:00,21.693974180036605,20.849340957060065,21.0929
2020-01-04 13:05:00,2020/01/04 13:05:00,21.935736837688864,20.8887718595999,21.2467
2020-01-04 13:10:00,2020/01/04 13:10:00,22.100800889201082,20.993692277413288,21.4075
2020-01-04 13:15:00,2020/01/04 13:15:00,22.442872893972776,21.139986725874394,21.6428
2020-01-04 13:20:00,2020/01/04 13:20:00,22.700614215967164,21.327925790377776,21.9082
2020-01-04 13:25:00,2020/01/04 13:25:00,23.24266613130129,21.57645402957229,22.2894
2020-01-04 13:30:00,2020/01/04 13:30:00,23.618004983253286,21.886710321238297,22.6855
2020-01-04 13:35:00,2020/01/04 13:35:00,24.375649393591175,22.26706194170248,23.2202
2020-01-04 13:40:00,2020/01/04 13:40:00,24.779189555164237,22.71067723324444,23.7126
2020-01-04 13:45:00,2020/01/04 13:45:00,25.629685079179012,23.212685063918684,24.3426
2020-01-04 13:50:00,2020/01/04 13:50:00,25.992609451195335,23.758526396596665,24.87
2020-01-04 13:55:00,2020/01/04 13:55:00,26.790132275156623,24.330072227006667,25.4961
2020-01-04 14:00:00,2020/01/04 14:00:00,27.08545457652764,24.9015654647863,25.9729
2020-01-04 14:05:00,2020/01/04 14:05:00,27.698775095229053,25.44516665970076,26.4761
2020-01-04 14:10:00,2020/01/04 14:10:00,27.88145517116152,25.931476479954256,26.8073
2020-01-04 14:15:00,2020/01/04 14:15:00,28.193808828348722,26.336075720147164,27.0914
2020-01-04 14:20:00,2020/01/04 14:20:00,28.277596562713086,26.64244558771179,27.2457
2020-01-04 14:25:00,2020/01/04 14:25:00,28.1587554854857,26.85053139746094,27.167
2020-01-04 14:30:00,2020/01/04 14:30:00,28.141818232908236,26.85089286087657,27.1627
2020-01-04 14:35:00,2020/01/04 14:35:00,28.057165879828005,26.850753330756845,27.142
2020-01-04 14:40:00,2020/01/04 14:40:00,28.194252919602093,26.850463033472465,27.1749
2020-01-04 14:45:00,2020/01/04 14:45:00,28.17770666528662,26.850133476183203,27.1277
2020-01-04 14:50:00,2020/01/04 14:50:00,28.226707634450634,26.806923749836812,27.1933
2020-01-04 14:55:00,2020/01/04 14:55:00,28.176046877354054,26.8501600687066,27.1727
2020-01-04 15:00:00,2020/01/04 15:00:00,23.99612823904988,26.85233151518446,23.2669
2020-01-04 15:05:00,2020/01/04 15:05:00,19.535781615735175,23.95711726728109,21.7733
2020-01-04 15:10:00,2020/01/04 15:10:00,21.655114397624686,22.84177907230037,21.8608
2020-01-04 15:15:00,2020/01/04 15:15:00,23.62903516646827,22.14756439517953,22.1237
2020-01-04 15:20:00,2020/01/04 15:20:00,22.293899153103723,21.765715808898904,21.7059
2020-01-04 15:25:00,2020/01/04 15:25:00,21.043840752827464,21.57825407306791,21.4083
2020-01-04 15:30:00,2020/01/04 15:30:00,21.279350701842304,21.537466767091814,21.4904
2020-01-04 15:35:00,2020/01/04 15:35:00,21.49243712133415,21.552768731314018,21.5684
2020-01-04 15:40:00,2020/01/04 15:40:00,21.36744666429371,21.583021491692307,21.5301
2020-01-04 15:45:00,2020/01/04 15:45:00,21.25063592305139,21.582159572489445,21.4674
2020-01-04 15:50:00,2020/01/04 15:50:00,21.116993149786765,21.547515624025834,21.3629
2020-01-04 15:55:00,2020/01/04 15:55:00,20.987458419161385,21.46689780835726,21.2415
2020-01-04 16:00:00,2020/01/04 16:00:00,20.90907607252234,21.35738790836865,21.1186
2020-01-04 16:05:00,2020/01/04 16:05:00,20.82983201872446,21.226891986215605,21.0008
2020-01-04 16:10:00,2020/01/04 16:10:00,20.764705850414032,21.096712711417354,20.8964
2020-01-04 16:15:00,2020/01/04 16:15:00,20.696576966949408,20.97662695639474,20.8117
2020-01-04 16:20:00,2020/01/04 16:20:00,20.606795187218438,20.879394616379898,20.7417
2020-01-04 16:25:00,2020/01/04 16:25:00,20.514207881288996,20.807588082639484,20.693
2020-01-04 16:30:00,2020/01/04 16:30:00,20.443977417191547,20.763861768686297,20.6665
2020-01-04 16:35:00,2020/01/04 16:35:00,20.3694726375565,20.743788583671517,20.6505
2020-01-04 16:40:00,2020/01/04 16:40:00,20.31725694076664,20.740917860434422,20.6462
2020-01-04 16:45:00,2020/01/04 16:45:00,20.260611711336992,20.748625894515953,20.6441
2020-01-04 16:50:00,2020/01/04 16:50:00,20.211315016107505,20.762035490123765,20.6411
2020-01-04 16:55:00,2020/01/04 16:55:00,20.159018905157666,20.774162976474997,20.6328
2020-01-04 17:00:00,2020/01/04 17:00:00,19.867613920516078,20.781494881845163,20.6204
2020-01-04 17:05:00,2020/01/04 17:05:00,19.69222040027313,20.841229415244413,20.5642
2020-01-04 17:10:00,2020/01/04 17:10:00,19.716124187739695,20.84188379690937,20.5695
2020-01-04 17:15:00,2020/01/04 17:15:00,19.77698970915816,20.84158276680256,20.5847
2020-01-04 17:20:00,2020/01/04 17:20:00,19.83538026927829,20.841963613423616,20.5984
2020-01-04 17:25:00,2020/01/04 17:25:00,19.928088763375,20.841653285684288,20.6209
2020-01-04 17:30:00,2020/01/04 17:30:00,19.92531373965295,20.84172434390473,20.62
2020-01-04 17:35:00,2020/01/04 17:35:00,19.960783567632916,20.841451756949652,20.6285
2020-01-04 17:40:00,2020/01/04 17:40:00,19.962256347743676,20.841339703083804,20.6285
2020-01-04 17:45:00,2020/01/04 17:45:00,19.99171802718797,20.840985564820812,20.6355
2020-01-04 17:50:00,2020/01/04 17:50:00,19.99622057295221,20.84074850462224,20.6362
2020-01-04 17:55:00,2020/01/04 17:55:00,20.017557110206212,20.840279616788337,20.6415
2020-01-04 18:00:00,2020/01/04 18:00:00,19.911002747082705,20.84036208361357,20.6153
2020-01-04 18:05:00,2020/01/04 18:05:00,19.852099667128982,20.839855832870626,20.6005
2020-01-04 18:10:00,2020/01/04 18:10:00,19.835647692393024,20.839191423181262,20.5964
2020-01-04 18:15:00,2020/01/04 18:15:00,19.82820514321918,20.838877828830107,20.5946
2020-01-04 18:20:00,2020/01/04 18:20:00,19.818414093161152,20.83886269919759,20.5922
2020-01-04 18:25:00,2020/01/04 18:25:00,19.813695316348344,20.8388276855801,20.5913
2020-01-04 18:30:00,2020/01/04 18:30:00,19.791643801981024,20.83904456844192,20.5863
2020-01-04 18:35:00,2020/01/04 18:35:00,19.77637767313638,20.839382373995022,20.5827
2020-01-04 18:40:00,2020/01/04 18:40:00,19.753423185498093,20.839606127368825,20.5769
2020-01-04 18:45:00,2020/01/04 18:45:00,19.733852592604592,20.839395809442976,20.5701
2020-01-04 18:50:00,2020/01/04 18:50:00,19.70046727848927,20.837301899228237,20.5542
2020-01-04 18:55:00,2020/01/04 18:55:00,18.888688155585328,20.828915490236227,19.8093
2020-01-04 19:00:00,2020/01/04 19:00:00,18.28843164948529,20.278219660169498,19.572
2020-01-04 19:05:00,2020/01/04 19:05:00,17.706492382787076,20.0528986427031,19.3376
2020-01-04 19:10:00,2020/01/04 19:10:00,17.780380586889407,19.904634230309057,19.3
2020-01-04 19:15:00,2020/01/04 19:15:00,17.84405088794881,19.8133463488129,19.2819
2020-01-04 19:20:00,2020/01/04 19:20:00,17.94580722736265,19.757809358829945,19.2907
2020-01-04 19:25:00,2020/01/04 19:25:00,18.04325800564203,19.728581014765496,19.3006
2020-01-04 19:30:00,2020/01/04 19:30:00,17.95202057884245,19.70789910139348,19.2639
2020-01-04 19:35:00,2020/01/04 19:35:00,17.867104540590162,19.688195449835234,19.2197
2020-01-04 19:40:00,2020/01/04 19:40:00,17.79938413518181,19.65977367769011,19.1717
2020-01-04 19:45:00,2020/01/04 19:45:00,17.73549273231413,19.62130161220938,19.1153
2020-01-04 19:50:00,2020/01/04 19:50:00,17.720043570879284,19.571071931678432,19.0652
2020-01-04 19:55:00,2020/01/04 19:55:00,17.705968826503124,19.51256101650074,19.0118
2020-01-04 20:00:00,2020/01/04 20:00:00,17.648230839441112,19.448364945414596,18.9438
2020-01-04 20:05:00,2020/01/04 20:05:00,17.59465421745392,19.378791529355226,18.8757
2020-01-04 20:10:00,2020/01/04 20:10:00,17.55627464126337,19.306822557203702,18.8153
2020-01-04 20:15:00,2020/01/04 20:15:00,17.521668673805664,19.238375550669275,18.7606
2020-01-04 20:20:00,2020/01/04 20:20:00,17.49997555807107,19.175514050882157,18.7123
2020-01-04 20:25:00,2020/01/04 20:25:00,17.48181503857461,19.11718547284579,18.6676
2020-01-04 20:30:00,2020/01/04 20:30:00,17.45650505483229,19.06280440999018,18.6225
2020-01-04 20:35:00,2020/01/04 20:35:00,17.434935013809138,19.010704552767265,18.5794
2020-01-04 20:40:00,2020/01/04 20:40:00,17.408196635838976,18.960210878299335,18.5355
2020-01-04 20:45:00,2020/01/04 20:45:00,17.384571742478897,18.91056736667406,18.4933
2020-01-04 20:50:00,2020/01/04 20:50:00,17.36033085114218,18.8620426983922,18.4522
2020-01-04 20:55:00,2020/01/04 20:55:00,17.33786631943684,18.815075753060967,18.4138
2020-01-04 21:00:00,2020/01/04 21:00:00,17.311045729441958,18.770785519974936,18.3776
2020-01-04 21:05:00,2020/01/04 21:05:00,17.28490766849319,18.730318468812584,18.3449
2020-01-04 21:10:00,2020/01/04 21:10:00,17.257618141376724,18.694191897564508,18.3151
2020-01-04 21:15:00,2020/01/04 21:15:00,17.23036237755298,18.662281929197377,18.2889
2020-01-04 21:20:00,2020/01/04 21:20:00,17.20409892188519,18.634899566546324,18.266
2020-01-04 21:25:00,2020/01/04 21:25:00,17.177201901261867,18.611809084135473,18.2458
2020-01-04 21:30:00,2020/01/04 21:30:00,17.151007512001343,18.5924842276674,18.2278
2020-01-04 21:35:00,2020/01/04 21:35:00,17.123599797835823,18.576167966398657,18.2111
2020-01-04 21:40:00,2020/01/04 21:40:00,17.097089173987058,18.562145720888623,18.1957
2020-01-04 21:45:00,2020/01/04 21:45:00,17.068823010393544,18.549760207362,18.1807
2020-01-04 21:50:00,2020/01/04 21:50:00,17.042215769573602,18.53856152404569,18.1666
2020-01-04 21:55:00,2020/01/04 21:55:00,17.013323368390616,18.52825995354459,18.1526
2020-01-04 22:00:00,2020/01/04 22:00:00,17.660692160832866,18.518753505254665,18.3027
2020-01-04 22:05:00,2020/01/04 22:05:00,18.30332001077801,18.510059554443956,18.4276
2020-01-04 22:10:00,2020/01/04 22:10:00,18.231611336005813,18.477524094722355,18.5807
2020-01-04 22:15:00,2020/01/04 22:15:00,18.16242575341647,18.640151064792747,18.6092
2020-01-04 22:20:00,2020/01/04 22:20:00,18.050534547102586,18.72466689082904,18.6575
2020-01-04 22:25:00,2020/01/04 22:25:00,17.94206751368688,18.820428331442486,18.6332
2020-01-04 22:30:00,2020/01/04 22:30:00,17.953084577772074,18.845461978690764,18.6532
2020-01-04 22:35:00,2020/01/04 22:35:00,17.966339466289526,18.868867641208965,18.6294
2020-01-04 22:40:00,2020/01/04 22:40:00,17.98368588798428,18.847463243653408,18.6208
2020-01-04 22:45:00,2020/01/04 22:45:00,18.00283596135222,18.82950629805424,18.5918
2020-01-04 22:50:00,2020/01/04 22:50:00,17.98601356608134,18.7916112957314,18.5702
2020-01-04 22:55:00,2020/01/04 22:55:00,17.970880710497227,18.764847095368964,18.5423
2020-01-04 23:00:00,2020/01/04 23:00:00,17.94168691083155,18.73419890493858,18.5256
2020-01-04 23:05:00,2020/01/04 23:05:00,17.913912630423113,18.717163604050484,18.508
2020-01-04 23:10:00,2020/01/04 23:10:00,17.896995540454157,18.702159485948755,18.5031
2020-01-04 23:15:00,2020/01/04 23:15:00,17.881070173000694,18.69769683732892,18.4973
2020-01-04 23:20:00,2020/01/04 23:20:00,17.867278132493084,18.694644240391938,18.4969
2020-01-04 23:25:00,2020/01/04 23:25:00,17.85419197686076,18.6968803385667,18.4943
2020-01-04 23:30:00,2020/01/04 23:30:00,17.836599156592513,18.69799607621013,18.492
2020-01-04 23:35:00,2020/01/04 23:35:00,17.81954684202475,18.70021358639474,18.487
2020-01-04 23:40:00,2020/01/04 23:40:00,17.80052349700958,18.699817624383684,18.4814
2020-01-04 23:45:00,2020/01/04 23:45:00,17.78190403949742,18.69868912024907,18.4736
2020-01-04 23:50:00,2020/01/04 23:50:00,17.763346864854043,18.695144294382033,18.4657
2020-01-04 23:55:00,2020/01/04 23:55:00,17.745078344502417,18.690917398742954,18.4568
