PriceGasPower,PriceElectricPowerConstant,PriceElectricPowerDynamic,PriceElectricPowerHighlyDynamic,time
7.2171,0.074,0.074,0.074,331200.0
7.2171,0.074,0.074,0.074,334800.0
7.2171,0.074,0.074,0.074,338400.0
7.2171,0.074,0.074,0.074,342000.0
7.2171,0.074,0.074,0.074,345600.0
7.2171,0.074,0.074,0.074,349200.0
7.2171,0.074,0.074,0.074,352800.0
7.2171,0.074,0.074,0.074,356400.0
7.2171,0.074,0.074,0.074,360000.0
7.2171,0.074,0.074,0.074,363600.0
7.2171,0.074,0.074,0.074,367200.0
7.2171,0.074,0.074,0.074,370800.0
7.2171,0.074,0.074,0.074,374400.0
7.2171,0.074,0.074,0.074,378000.0
7.2171,0.074,0.074,0.074,381600.0
7.2171,0.074,0.074,0.074,385200.0
7.2171,0.074,0.074,0.074,388800.0
7.2171,0.074,0.074,0.074,392400.0
7.2171,0.074,0.074,0.074,396000.0
7.2171,0.074,0.074,0.074,399600.0
7.2171,0.074,0.074,0.074,403200.0
7.2171,0.074,0.074,0.074,406800.0
7.2171,0.074,0.074,0.074,410400.0
7.2171,0.074,0.074,0.074,414000.0
7.2171,0.074,0.074,0.074,417600.0
7.2171,0.074,0.074,0.074,421200.0
7.2171,0.074,0.074,0.074,424800.0
7.2171,0.074,0.074,0.074,428400.0
7.2171,0.074,0.074,0.074,432000.0
7.2171,0.074,0.074,0.074,435600.0
7.2171,0.074,0.074,0.074,439200.0
7.2171,0.074,0.074,0.074,442800.0
7.2171,0.074,0.074,0.074,446400.0
7.2171,0.074,0.074,0.074,450000.0
7.2171,0.074,0.074,0.074,453600.0
7.2171,0.074,0.074,0.074,457200.0
7.2171,0.074,0.074,0.074,460800.0
7.2171,0.074,0.074,0.074,464400.0
7.2171,0.074,0.074,0.074,468000.0
7.2171,0.074,0.074,0.074,471600.0
7.2171,0.074,0.074,0.074,475200.0
7.2171,0.074,0.074,0.074,478800.0
7.2171,0.074,0.074,0.074,482400.0
7.2171,0.074,0.074,0.074,486000.0
7.2171,0.074,0.074,0.074,489600.0
7.2171,0.074,0.074,0.074,493200.0
7.2171,0.074,0.074,0.074,496800.0
7.2171,0.074,0.074,0.074,500400.0
7.2171,0.074,0.074,0.074,504000.0
7.2171,0.074,0.074,0.074,507600.0
7.2171,0.074,0.074,0.074,511200.0
7.2171,0.074,0.074,0.074,514800.0
7.2171,0.074,0.074,0.074,518400.0
7.2171,0.074,0.074,0.074,522000.0
7.2171,0.074,0.074,0.074,525600.0
7.2171,0.074,0.074,0.074,529200.0
7.2171,0.074,0.074,0.074,532800.0
7.2171,0.074,0.074,0.074,536400.0
7.2171,0.074,0.074,0.074,540000.0
7.2171,0.074,0.074,0.074,543600.0
7.2171,0.074,0.074,0.074,547200.0
7.2171,0.074,0.074,0.074,550800.0
7.2171,0.074,0.074,0.074,554400.0
7.2171,0.074,0.074,0.074,558000.0
7.2171,0.074,0.074,0.074,561600.0
7.2171,0.074,0.074,0.074,565200.0
7.2171,0.074,0.074,0.074,568800.0
7.2171,0.074,0.074,0.074,572400.0
7.2171,0.074,0.074,0.074,576000.0
7.2171,0.074,0.074,0.074,579600.0
7.2171,0.074,0.074,0.074,583200.0
7.2171,0.074,0.074,0.074,586800.0
7.2171,0.074,0.074,0.074,590400.0
7.2171,0.074,0.074,0.074,594000.0
7.2171,0.074,0.074,0.074,597600.0
7.2171,0.074,0.074,0.074,601200.0
7.2171,0.074,0.074,0.074,604800.0
7.2171,0.074,0.074,0.074,608400.0
7.2171,0.074,0.074,0.074,612000.0
7.2171,0.074,0.074,0.074,615600.0
7.2171,0.074,0.074,0.074,619200.0
7.2171,0.074,0.074,0.074,622800.0
7.2171,0.074,0.074,0.074,626400.0
7.2171,0.074,0.074,0.074,630000.0
7.2171,0.074,0.074,0.074,633600.0
7.2171,0.074,0.074,0.074,637200.0
7.2171,0.074,0.074,0.074,640800.0
7.2171,0.074,0.074,0.074,644400.0
7.2171,0.074,0.074,0.074,648000.0
7.2171,0.074,0.074,0.074,651600.0
7.2171,0.074,0.074,0.074,655200.0
7.2171,0.074,0.074,0.074,658800.0
7.2171,0.074,0.074,0.074,662400.0
7.2171,0.074,0.074,0.074,666000.0
7.2171,0.074,0.074,0.074,669600.0
7.2171,0.074,0.074,0.074,673200.0
7.2171,0.074,0.074,0.074,676800.0
7.2171,0.074,0.074,0.074,680400.0
7.2171,0.074,0.074,0.074,684000.0
7.2171,0.074,0.074,0.074,687600.0
7.2171,0.074,0.074,0.074,691200.0
7.2171,0.074,0.074,0.074,694800.0
7.2171,0.074,0.074,0.074,698400.0
7.2171,0.074,0.074,0.074,702000.0
7.2171,0.074,0.074,0.074,705600.0
7.2171,0.074,0.074,0.074,709200.0
7.2171,0.074,0.074,0.074,712800.0
7.2171,0.074,0.074,0.074,716400.0
7.2171,0.074,0.074,0.074,720000.0
7.2171,0.074,0.074,0.074,723600.0
7.2171,0.074,0.074,0.074,727200.0
7.2171,0.074,0.074,0.074,730800.0
7.2171,0.074,0.074,0.074,734400.0
7.2171,0.074,0.074,0.074,738000.0
7.2171,0.074,0.074,0.074,741600.0
7.2171,0.074,0.074,0.074,745200.0
7.2171,0.074,0.074,0.074,748800.0
7.2171,0.074,0.074,0.074,752400.0
7.2171,0.074,0.074,0.074,756000.0
7.2171,0.074,0.074,0.074,759600.0
7.2171,0.074,0.074,0.074,763200.0
7.2171,0.074,0.074,0.074,766800.0
7.2171,0.074,0.074,0.074,770400.0
7.2171,0.074,0.074,0.074,774000.0
7.2171,0.074,0.074,0.074,777600.0
7.2171,0.074,0.074,0.074,781200.0
7.2171,0.074,0.074,0.074,784800.0
7.2171,0.074,0.074,0.074,788400.0
7.2171,0.074,0.074,0.074,792000.0
7.2171,0.074,0.074,0.074,795600.0
7.2171,0.074,0.074,0.074,799200.0
7.2171,0.074,0.074,0.074,802800.0
7.2171,0.074,0.074,0.074,806400.0
7.2171,0.074,0.074,0.074,810000.0
7.2171,0.074,0.074,0.074,813600.0
7.2171,0.074,0.074,0.074,817200.0
7.2171,0.074,0.074,0.074,820800.0
7.2171,0.074,0.074,0.074,824400.0
7.2171,0.074,0.074,0.074,828000.0
7.2171,0.074,0.074,0.074,831600.0
7.2171,0.074,0.074,0.074,835200.0
7.2171,0.074,0.074,0.074,838800.0
7.2171,0.074,0.074,0.074,842400.0
7.2171,0.074,0.074,0.074,846000.0
7.2171,0.074,0.074,0.074,849600.0
7.2171,0.074,0.074,0.074,853200.0
7.2171,0.074,0.074,0.074,856800.0
7.2171,0.074,0.074,0.074,860400.0
7.2171,0.074,0.074,0.074,864000.0
7.2171,0.074,0.074,0.074,867600.0
7.2171,0.074,0.074,0.074,871200.0
7.2171,0.074,0.074,0.074,874800.0
7.2171,0.074,0.074,0.074,878400.0
7.2171,0.074,0.074,0.074,882000.0
7.2171,0.074,0.074,0.074,885600.0
7.2171,0.074,0.074,0.074,889200.0
7.2171,0.074,0.074,0.074,892800.0
7.2171,0.074,0.074,0.074,896400.0
7.2171,0.074,0.074,0.074,900000.0
7.2171,0.074,0.074,0.074,903600.0
7.2171,0.074,0.074,0.074,907200.0
7.2171,0.074,0.074,0.074,910800.0
7.2171,0.074,0.074,0.074,914400.0
7.2171,0.074,0.074,0.074,918000.0
7.2171,0.074,0.074,0.074,921600.0
7.2171,0.074,0.074,0.074,925200.0
7.2171,0.074,0.074,0.074,928800.0
7.2171,0.074,0.074,0.074,932400.0
7.2171,0.074,0.074,0.074,936000.0
7.2171,0.074,0.074,0.074,939600.0
7.2171,0.074,0.074,0.074,943200.0
7.2171,0.074,0.074,0.074,946800.0
7.2171,0.074,0.074,0.074,950400.0
7.2171,0.074,0.074,0.074,954000.0
7.2171,0.074,0.074,0.074,957600.0
7.2171,0.074,0.074,0.074,961200.0
7.2171,0.074,0.074,0.074,964800.0
7.2171,0.074,0.074,0.074,968400.0
7.2171,0.074,0.074,0.074,972000.0
7.2171,0.074,0.074,0.074,975600.0
7.2171,0.074,0.074,0.074,979200.0
7.2171,0.074,0.074,0.074,982800.0
7.2171,0.074,0.074,0.074,986400.0
7.2171,0.074,0.074,0.074,990000.0
7.2171,0.074,0.074,0.074,993600.0
7.2171,0.074,0.074,0.074,997200.0
7.2171,0.074,0.074,0.074,1000800.0
7.2171,0.074,0.074,0.074,1004400.0
7.2171,0.074,0.074,0.074,1008000.0
7.2171,0.074,0.074,0.074,1011600.0
7.2171,0.074,0.074,0.074,1015200.0
7.2171,0.074,0.074,0.074,1018800.0
7.2171,0.074,0.074,0.074,1022400.0
7.2171,0.074,0.074,0.074,1026000.0
7.2171,0.074,0.074,0.074,1029600.0
7.2171,0.074,0.074,0.074,1033200.0
7.2171,0.074,0.074,0.074,1036800.0
7.2171,0.074,0.074,0.074,1040400.0
7.2171,0.074,0.074,0.074,1044000.0
7.2171,0.074,0.074,0.074,1047600.0
7.2171,0.074,0.074,0.074,1051200.0
7.2171,0.074,0.074,0.074,1054800.0
7.2171,0.074,0.074,0.074,1058400.0
7.2171,0.074,0.074,0.074,1062000.0
7.2171,0.074,0.074,0.074,1065600.0
7.2171,0.074,0.074,0.074,1069200.0
7.2171,0.074,0.074,0.074,1072800.0
7.2171,0.074,0.074,0.074,1076400.0
7.2171,0.074,0.074,0.074,1080000.0
7.2171,0.074,0.074,0.074,1083600.0
7.2171,0.074,0.074,0.074,1087200.0
7.2171,0.074,0.074,0.074,1090800.0
7.2171,0.074,0.074,0.074,1094400.0
7.2171,0.074,0.074,0.074,1098000.0
7.2171,0.074,0.074,0.074,1101600.0
7.2171,0.074,0.074,0.074,1105200.0
7.2171,0.074,0.074,0.074,1108800.0
7.2171,0.074,0.074,0.074,1112400.0
7.2171,0.074,0.074,0.074,1116000.0
7.2171,0.074,0.074,0.074,1119600.0
7.2171,0.074,0.074,0.074,1123200.0
7.2171,0.074,0.074,0.074,1126800.0
7.2171,0.074,0.074,0.074,1130400.0
7.2171,0.074,0.074,0.074,1134000.0
7.2171,0.074,0.074,0.074,1137600.0
7.2171,0.074,0.074,0.074,1141200.0
7.2171,0.074,0.074,0.074,1144800.0
7.2171,0.074,0.074,0.074,1148400.0
7.2171,0.074,0.074,0.074,1152000.0
7.2171,0.074,0.074,0.074,1155600.0
7.2171,0.074,0.074,0.074,1159200.0
7.2171,0.074,0.074,0.074,1162800.0
7.2171,0.074,0.074,0.074,1166400.0
7.2171,0.074,0.074,0.074,1170000.0
7.2171,0.074,0.074,0.074,1173600.0
7.2171,0.074,0.074,0.074,1177200.0
7.2171,0.074,0.074,0.074,1180800.0
7.2171,0.074,0.074,0.074,1184400.0
7.2171,0.074,0.074,0.074,1188000.0
7.2171,0.074,0.074,0.074,1191600.0
7.2171,0.074,0.074,0.074,1195200.0
7.2171,0.074,0.074,0.074,1198800.0
7.2171,0.074,0.074,0.074,1202400.0
7.2171,0.074,0.074,0.074,1206000.0
7.2171,0.074,0.074,0.074,1209600.0
7.2171,0.074,0.074,0.074,1213200.0
7.2171,0.074,0.074,0.074,1216800.0
7.2171,0.074,0.074,0.074,1220400.0
7.2171,0.074,0.074,0.074,1224000.0
7.2171,0.074,0.074,0.074,1227600.0
7.2171,0.074,0.074,0.074,1231200.0
7.2171,0.074,0.074,0.074,1234800.0
7.2171,0.074,0.074,0.074,1238400.0
7.2171,0.074,0.074,0.074,1242000.0
7.2171,0.074,0.074,0.074,1245600.0
7.2171,0.074,0.074,0.074,1249200.0
7.2171,0.074,0.074,0.074,1252800.0
7.2171,0.074,0.074,0.074,1256400.0
7.2171,0.074,0.074,0.074,1260000.0
7.2171,0.074,0.074,0.074,1263600.0
7.2171,0.074,0.074,0.074,1267200.0
7.2171,0.074,0.074,0.074,1270800.0
7.2171,0.074,0.074,0.074,1274400.0
7.2171,0.074,0.074,0.074,1278000.0
7.2171,0.074,0.074,0.074,1281600.0
7.2171,0.074,0.074,0.074,1285200.0
7.2171,0.074,0.074,0.074,1288800.0
7.2171,0.074,0.074,0.074,1292400.0
7.2171,0.074,0.074,0.074,1296000.0
7.2171,0.074,0.074,0.074,1299600.0
7.2171,0.074,0.074,0.074,1303200.0
7.2171,0.074,0.074,0.074,1306800.0
7.2171,0.074,0.074,0.074,1310400.0
7.2171,0.074,0.074,0.074,1314000.0
7.2171,0.074,0.074,0.074,1317600.0
7.2171,0.074,0.074,0.074,1321200.0
7.2171,0.074,0.074,0.074,1324800.0
7.2171,0.074,0.074,0.074,1328400.0
7.2171,0.074,0.074,0.074,1332000.0
7.2171,0.074,0.074,0.074,1335600.0
7.2171,0.074,0.074,0.074,1339200.0
7.2171,0.074,0.074,0.074,1342800.0
7.2171,0.074,0.074,0.074,1346400.0
7.2171,0.074,0.074,0.074,1350000.0
7.2171,0.074,0.074,0.074,1353600.0
7.2171,0.074,0.074,0.074,1357200.0
7.2171,0.074,0.074,0.074,1360800.0
7.2171,0.074,0.074,0.074,1364400.0
7.2171,0.074,0.074,0.074,1368000.0
7.2171,0.074,0.074,0.074,1371600.0
7.2171,0.074,0.074,0.074,1375200.0
7.2171,0.074,0.074,0.074,1378800.0
7.2171,0.074,0.074,0.074,1382400.0
7.2171,0.074,0.074,0.074,1386000.0
7.2171,0.074,0.074,0.074,1389600.0
7.2171,0.074,0.074,0.074,1393200.0
7.2171,0.074,0.074,0.074,1396800.0
7.2171,0.074,0.074,0.074,1400400.0
7.2171,0.074,0.074,0.074,1404000.0
7.2171,0.074,0.074,0.074,1407600.0
7.2171,0.074,0.074,0.074,1411200.0
7.2171,0.074,0.074,0.074,1414800.0
7.2171,0.074,0.074,0.074,1418400.0
7.2171,0.074,0.074,0.074,1422000.0
7.2171,0.074,0.074,0.074,1425600.0
7.2171,0.074,0.074,0.074,1429200.0
7.2171,0.074,0.074,0.074,1432800.0
7.2171,0.074,0.074,0.074,1436400.0
7.2171,0.074,0.074,0.074,1440000.0
7.2171,0.074,0.074,0.074,1443600.0
7.2171,0.074,0.074,0.074,1447200.0
7.2171,0.074,0.074,0.074,1450800.0
7.2171,0.074,0.074,0.074,1454400.0
7.2171,0.074,0.074,0.074,1458000.0
7.2171,0.074,0.074,0.074,1461600.0
7.2171,0.074,0.074,0.074,1465200.0
7.2171,0.074,0.074,0.074,1468800.0
7.2171,0.074,0.074,0.074,1472400.0
7.2171,0.074,0.074,0.074,1476000.0
7.2171,0.074,0.074,0.074,1479600.0
7.2171,0.074,0.074,0.074,1483200.0
7.2171,0.074,0.074,0.074,1486800.0
7.2171,0.074,0.074,0.074,1490400.0
7.2171,0.074,0.074,0.074,1494000.0
7.2171,0.074,0.074,0.074,1497600.0
7.2171,0.074,0.074,0.074,1501200.0
7.2171,0.074,0.074,0.074,1504800.0
7.2171,0.074,0.074,0.074,1508400.0
7.2171,0.074,0.074,0.074,1512000.0
7.2171,0.074,0.074,0.074,1515600.0
7.2171,0.074,0.074,0.074,1519200.0
7.2171,0.074,0.074,0.074,1522800.0
7.2171,0.074,0.074,0.074,1526400.0
7.2171,0.074,0.074,0.074,1530000.0
7.2171,0.074,0.074,0.074,1533600.0
7.2171,0.074,0.074,0.074,1537200.0
7.2171,0.074,0.074,0.074,1540800.0
7.2171,0.074,0.074,0.074,1544400.0
7.2171,0.074,0.074,0.074,1548000.0
7.2171,0.074,0.074,0.074,1551600.0
7.2171,0.074,0.074,0.074,1555200.0
7.2171,0.074,0.074,0.074,1558800.0
7.2171,0.074,0.074,0.074,1562400.0
7.2171,0.074,0.074,0.074,1566000.0
7.2171,0.074,0.074,0.074,1569600.0
7.2171,0.074,0.074,0.074,1573200.0
7.2171,0.074,0.074,0.074,1576800.0
7.2171,0.074,0.074,0.074,1580400.0
7.2171,0.074,0.074,0.074,1584000.0
7.2171,0.074,0.074,0.074,1587600.0
7.2171,0.074,0.074,0.074,1591200.0
7.2171,0.074,0.074,0.074,1594800.0
7.2171,0.074,0.074,0.074,1598400.0
7.2171,0.074,0.074,0.074,1602000.0
7.2171,0.074,0.074,0.074,1605600.0
7.2171,0.074,0.074,0.074,1609200.0
7.2171,0.074,0.074,0.074,1612800.0
7.2171,0.074,0.074,0.074,1616400.0
7.2171,0.074,0.074,0.074,1620000.0
7.2171,0.074,0.074,0.074,1623600.0
7.2171,0.074,0.074,0.074,1627200.0
7.2171,0.074,0.074,0.074,1630800.0
7.2171,0.074,0.074,0.074,1634400.0
7.2171,0.074,0.074,0.074,1638000.0
7.2171,0.074,0.074,0.074,1641600.0
7.2171,0.074,0.074,0.074,1645200.0
7.2171,0.074,0.074,0.074,1648800.0
7.2171,0.074,0.074,0.074,1652400.0
7.2171,0.074,0.074,0.074,1656000.0
7.2171,0.074,0.074,0.074,1659600.0
7.2171,0.074,0.074,0.074,1663200.0
7.2171,0.074,0.074,0.074,1666800.0
7.2171,0.074,0.074,0.074,1670400.0
7.2171,0.074,0.074,0.074,1674000.0
7.2171,0.074,0.074,0.074,1677600.0
7.2171,0.074,0.074,0.074,1681200.0
7.2171,0.074,0.074,0.074,1684800.0
7.2171,0.074,0.074,0.074,1688400.0
7.2171,0.074,0.074,0.074,1692000.0
7.2171,0.074,0.074,0.074,1695600.0
7.2171,0.074,0.074,0.074,1699200.0
7.2171,0.074,0.074,0.074,1702800.0
7.2171,0.074,0.074,0.074,1706400.0
7.2171,0.074,0.074,0.074,1710000.0
7.2171,0.074,0.074,0.074,1713600.0
7.2171,0.074,0.074,0.074,1717200.0
7.2171,0.074,0.074,0.074,1720800.0
7.2171,0.074,0.074,0.074,1724400.0
7.2171,0.074,0.074,0.074,1728000.0
7.2171,0.074,0.074,0.074,1731600.0
7.2171,0.074,0.074,0.074,1735200.0
7.2171,0.074,0.074,0.074,1738800.0
7.2171,0.074,0.074,0.074,1742400.0
7.2171,0.074,0.074,0.074,1746000.0
7.2171,0.074,0.074,0.074,1749600.0
7.2171,0.074,0.074,0.074,1753200.0
7.2171,0.074,0.074,0.074,1756800.0
7.2171,0.074,0.074,0.074,1760400.0
7.2171,0.074,0.074,0.074,1764000.0
7.2171,0.074,0.074,0.074,1767600.0
7.2171,0.074,0.074,0.074,1771200.0
7.2171,0.074,0.074,0.074,1774800.0
7.2171,0.074,0.074,0.074,1778400.0
7.2171,0.074,0.074,0.074,1782000.0
7.2171,0.074,0.074,0.074,1785600.0
7.2171,0.074,0.074,0.074,1789200.0
7.2171,0.074,0.074,0.074,1792800.0
7.2171,0.074,0.074,0.074,1796400.0
7.2171,0.074,0.074,0.074,1800000.0
7.2171,0.074,0.074,0.074,1803600.0
7.2171,0.074,0.074,0.074,1807200.0
7.2171,0.074,0.074,0.074,1810800.0
7.2171,0.074,0.074,0.074,1814400.0
7.2171,0.074,0.074,0.074,1818000.0
7.2171,0.074,0.074,0.074,1821600.0
7.2171,0.074,0.074,0.074,1825200.0
7.2171,0.074,0.074,0.074,1828800.0
7.2171,0.074,0.074,0.074,1832400.0
7.2171,0.074,0.074,0.074,1836000.0
7.2171,0.074,0.074,0.074,1839600.0
7.2171,0.074,0.074,0.074,1843200.0
7.2171,0.074,0.074,0.074,1846800.0
7.2171,0.074,0.074,0.074,1850400.0
7.2171,0.074,0.074,0.074,1854000.0
7.2171,0.074,0.074,0.074,1857600.0
7.2171,0.074,0.074,0.074,1861200.0
7.2171,0.074,0.074,0.074,1864800.0
7.2171,0.074,0.074,0.074,1868400.0
7.2171,0.074,0.074,0.074,1872000.0
7.2171,0.074,0.074,0.074,1875600.0
7.2171,0.074,0.074,0.074,1879200.0
7.2171,0.074,0.074,0.074,1882800.0
7.2171,0.074,0.074,0.074,1886400.0
7.2171,0.074,0.074,0.074,1890000.0
7.2171,0.074,0.074,0.074,1893600.0
7.2171,0.074,0.074,0.074,1897200.0
7.2171,0.074,0.074,0.074,1900800.0
7.2171,0.074,0.074,0.074,1904400.0
7.2171,0.074,0.074,0.074,1908000.0
7.2171,0.074,0.074,0.074,1911600.0
7.2171,0.074,0.074,0.074,1915200.0
7.2171,0.074,0.074,0.074,1918800.0
7.2171,0.074,0.074,0.074,1922400.0
7.2171,0.074,0.074,0.074,1926000.0
7.2171,0.074,0.074,0.074,1929600.0
7.2171,0.074,0.074,0.074,1933200.0
7.2171,0.074,0.074,0.074,1936800.0
7.2171,0.074,0.074,0.074,1940400.0
7.2171,0.074,0.074,0.074,1944000.0
7.2171,0.074,0.074,0.074,1947600.0
7.2171,0.074,0.074,0.074,1951200.0
7.2171,0.074,0.074,0.074,1954800.0
7.2171,0.074,0.074,0.074,1958400.0
7.2171,0.074,0.074,0.074,1962000.0
7.2171,0.074,0.074,0.074,1965600.0
7.2171,0.074,0.074,0.074,1969200.0
7.2171,0.074,0.074,0.074,1972800.0
7.2171,0.074,0.074,0.074,1976400.0
7.2171,0.074,0.074,0.074,1980000.0
7.2171,0.074,0.074,0.074,1983600.0
7.2171,0.074,0.074,0.074,1987200.0
7.2171,0.074,0.074,0.074,1990800.0
7.2171,0.074,0.074,0.074,1994400.0
7.2171,0.074,0.074,0.074,1998000.0
7.2171,0.074,0.074,0.074,2001600.0
7.2171,0.074,0.074,0.074,2005200.0
7.2171,0.074,0.074,0.074,2008800.0
7.2171,0.074,0.074,0.074,2012400.0
7.2171,0.074,0.074,0.074,2016000.0
7.2171,0.074,0.074,0.074,2019600.0
7.2171,0.074,0.074,0.074,2023200.0
7.2171,0.074,0.074,0.074,2026800.0
7.2171,0.074,0.074,0.074,2030400.0
7.2171,0.074,0.074,0.074,2034000.0
7.2171,0.074,0.074,0.074,2037600.0
7.2171,0.074,0.074,0.074,2041200.0
7.2171,0.074,0.074,0.074,2044800.0
7.2171,0.074,0.074,0.074,2048400.0
7.2171,0.074,0.074,0.074,2052000.0
7.2171,0.074,0.074,0.074,2055600.0
7.2171,0.074,0.074,0.074,2059200.0
7.2171,0.074,0.074,0.074,2062800.0
7.2171,0.074,0.074,0.074,2066400.0
7.2171,0.074,0.074,0.074,2070000.0
7.2171,0.074,0.074,0.074,2073600.0
7.2171,0.074,0.074,0.074,2077200.0
7.2171,0.074,0.074,0.074,2080800.0
7.2171,0.074,0.074,0.074,2084400.0
7.2171,0.074,0.074,0.074,2088000.0
7.2171,0.074,0.074,0.074,2091600.0
7.2171,0.074,0.074,0.074,2095200.0
7.2171,0.074,0.074,0.074,2098800.0
7.2171,0.074,0.074,0.074,2102400.0
7.2171,0.074,0.074,0.074,2106000.0
7.2171,0.074,0.074,0.074,2109600.0
7.2171,0.074,0.074,0.074,2113200.0
7.2171,0.074,0.074,0.074,2116800.0
7.2171,0.074,0.074,0.074,2120400.0
7.2171,0.074,0.074,0.074,2124000.0
7.2171,0.074,0.074,0.074,2127600.0
7.2171,0.074,0.074,0.074,2131200.0
7.2171,0.074,0.074,0.074,2134800.0
7.2171,0.074,0.074,0.074,2138400.0
7.2171,0.074,0.074,0.074,2142000.0
7.2171,0.074,0.074,0.074,2145600.0
7.2171,0.074,0.074,0.074,2149200.0
7.2171,0.074,0.074,0.074,2152800.0
7.2171,0.074,0.074,0.074,2156400.0
7.2171,0.074,0.074,0.074,2160000.0
7.2171,0.074,0.074,0.074,2163600.0
7.2171,0.074,0.074,0.074,2167200.0
7.2171,0.074,0.074,0.074,2170800.0
7.2171,0.074,0.074,0.074,2174400.0
7.2171,0.074,0.074,0.074,2178000.0
7.2171,0.074,0.074,0.074,2181600.0
7.2171,0.074,0.074,0.074,2185200.0
7.2171,0.074,0.074,0.074,2188800.0
7.2171,0.074,0.074,0.074,2192400.0
7.2171,0.074,0.074,0.074,2196000.0
7.2171,0.074,0.074,0.074,2199600.0
7.2171,0.074,0.074,0.074,2203200.0
7.2171,0.074,0.074,0.074,2206800.0
7.2171,0.074,0.074,0.074,2210400.0
7.2171,0.074,0.074,0.074,2214000.0
